gene_family	speciation	speciation_loss	duplication	transfer	transfer_loss	loss	number_gene_copies	number_species
OG0009658	5	8	1	2	0	0	9	9
OG0009659	1	1	5	3	0	0	10	5
OG0009660	2	2	6	1	0	0	10	4
OG0009661	4	3	4	1	0	0	10	6
OG0009662	2	0	1	6	0	0	10	9
OG0009663	4	2	0	5	0	0	10	10
OG0009664	2	0	0	7	0	0	10	10
OG0009665	2	4	5	2	0	0	10	5
OG0009666	1	0	2	6	0	0	10	7
OG0009667	6	0	1	2	0	0	10	9
OG0009668	4	1	2	3	0	0	10	8
OG0009669	4	2	0	3	0	0	8	7
OG0009670	5	1	0	4	0	0	10	10
OG0009671	6	1	1	2	0	0	10	9
OG0009672	5	0	0	4	0	0	10	10
OG0009673	5	3	2	2	0	0	10	8
OG0009674	4	1	0	5	0	0	10	10
OG0009676	0	0	5	3	0	0	9	5
OG0009677	5	3	0	4	0	0	10	9
OG0009678	6	0	0	3	0	0	10	10
OG0009679	4	0	0	5	0	0	10	10
OG0009680	2	0	1	6	0	0	10	7
OG0009681	3	0	0	6	0	0	10	9
OG0009682	2	0	2	5	0	0	10	7
OG0009683	4	5	4	1	0	0	10	6
OG0009684	4	1	0	5	0	0	10	8
OG0009685	0	0	3	6	0	0	10	7
OG0009686	3	1	0	6	0	0	10	8
OG0009687	1	1	1	7	0	0	10	6
OG0009688	3	3	2	4	0	0	10	7
OG0009689	1	0	3	5	0	0	10	7
OG0009690	3	2	1	5	0	0	10	8
OG0009691	0	0	4	3	0	0	8	5
OG0009692	5	5	3	1	0	0	10	7
OG0009693	7	6	0	2	0	0	10	10
OG0009694	6	4	1	2	0	0	10	9
OG0009695	7	6	1	1	0	0	10	9
OG0009696	4	5	2	3	0	0	10	8
OG0009697	5	2	1	3	0	0	10	9
OG0009698	0	0	5	4	0	0	10	5
OG0009699	4	0	0	5	0	0	10	10
OG0009700	7	7	0	1	0	0	9	9
OG0009701	4	4	1	4	0	0	10	8
OG0009702	1	0	2	6	0	0	10	7
OG0009703	5	5	0	4	0	0	10	9
OG0009704	7	4	0	2	0	0	10	10
OG0009705	1	0	7	1	0	0	10	3
OG0009706	3	0	1	5	0	0	10	9
OG0009707	0	0	4	5	0	0	10	6
OG0009708	1	0	1	7	0	0	10	7
OG0009709	1	0	0	8	0	0	10	10
OG0009710	4	2	0	5	0	0	10	10
OG0009711	3	2	3	3	0	0	10	7
OG0009712	3	0	1	5	0	0	10	9
OG0009713	1	0	5	3	0	0	10	5
OG0009714	5	2	2	2	0	0	10	8
OG0009715	2	1	4	3	0	0	10	6
OG0009716	4	3	0	5	0	0	10	9
OG0009717	6	1	3	0	0	0	10	7
OG0009718	1	0	3	5	0	0	10	7
OG0009719	2	0	2	4	0	0	9	6
OG0009720	2	1	1	4	0	0	8	7
OG0009721	0	0	1	8	0	0	10	9
OG0009722	4	3	1	4	0	0	10	9
OG0009723	8	6	0	1	0	0	10	10
OG0009724	5	4	1	2	0	0	9	9
OG0009725	3	3	1	5	0	0	10	9
OG0009726	3	1	2	4	0	0	10	8
OG0009727	3	1	0	6	0	0	10	10
OG0009728	3	1	4	2	0	0	10	6
OG0009729	1	0	0	8	0	0	10	10
OG0009730	3	0	0	5	0	0	9	8
OG0009731	1	0	4	4	0	0	10	5
OG0009732	4	5	1	4	0	0	10	7
OG0009733	1	0	2	6	0	0	10	7
OG0009734	4	0	0	5	0	0	10	9
OG0009735	2	0	1	6	0	0	10	5
OG0009736	5	1	2	2	0	0	10	8
OG0009737	2	1	4	3	0	0	10	6
OG0009738	2	3	5	2	0	0	10	5
OG0009739	1	0	3	4	0	0	9	7
OG0009740	2	3	3	4	0	0	10	7
OG0009741	2	2	1	6	0	0	10	9
OG0009742	0	0	7	2	0	0	10	3
OG0009743	2	2	0	7	0	0	10	9
OG0009744	8	10	0	1	0	0	10	10
OG0009745	5	0	1	3	0	0	10	8
OG0009746	3	0	2	4	0	0	10	8
OG0009747	2	2	2	4	0	0	9	7
OG0009748	2	1	5	2	0	0	10	5
OG0009749	8	6	0	1	0	0	10	8
OG0009750	3	2	2	4	0	0	10	8
OG0009751	3	4	1	5	0	0	10	8
OG0009752	2	2	0	6	0	0	9	7
OG0009753	4	3	1	4	0	0	10	8
OG0009754	2	2	4	2	0	0	9	6
OG0009755	2	1	4	3	0	0	10	5
OG0009756	5	0	0	4	0	0	10	10
OG0009757	6	6	2	1	0	0	10	8
OG0009758	4	2	0	5	0	0	10	10
OG0009759	2	1	4	3	0	0	10	6
OG0009760	4	0	2	3	0	0	10	8
OG0009761	3	0	1	5	0	0	10	9
OG0009762	7	9	1	1	0	0	10	9
OG0009763	4	4	1	4	0	0	10	9
OG0009764	4	3	1	3	0	0	9	7
OG0009765	7	7	0	2	0	0	10	10
OG0009766	5	3	0	4	0	0	10	8
OG0009767	6	5	0	3	0	0	10	10
OG0009768	5	7	3	1	0	0	10	7
OG0009769	5	5	1	3	0	0	10	9
OG0009770	0	0	6	3	0	0	10	4
OG0009771	6	3	3	0	0	0	10	7
OG0009772	3	1	1	5	0	0	10	8
OG0009773	7	7	0	2	0	0	10	9
OG0009774	3	3	0	6	0	0	10	8
OG0009775	2	1	1	6	0	0	10	7
OG0009776	3	1	4	2	0	0	10	5
OG0009777	0	0	5	4	0	0	10	5
OG0009778	4	3	4	1	0	0	10	5
OG0009779	4	1	0	5	0	0	10	8
OG0009780	0	0	7	2	0	0	10	3
OG0009781	4	3	0	4	0	0	9	9
OG0009782	0	0	2	2	0	0	5	6
OG0009783	2	3	5	2	0	0	10	5
OG0009784	6	9	1	2	0	0	10	9
OG0009785	1	2	1	6	0	0	9	8
OG0009786	1	1	7	1	0	0	10	3
OG0009787	3	2	6	0	0	0	10	4
OG0009788	6	7	0	3	0	0	10	10
OG0009789	7	6	0	2	0	0	10	10
OG0009790	3	4	0	6	0	0	10	6
OG0009791	6	9	0	3	0	0	10	9
OG0009793	3	1	0	6	0	0	10	7
OG0009794	4	4	1	4	0	0	10	8
OG0009795	5	2	2	2	0	0	10	8
OG0009796	4	3	0	5	0	0	10	10
OG0009797	0	0	3	6	0	0	10	6
OG0009798	6	7	0	3	0	0	10	10
OG0009799	5	4	1	2	0	0	9	8
OG0009800	4	6	4	1	0	0	10	6
OG0009801	3	1	2	4	0	0	10	6
OG0009802	6	3	0	3	0	0	10	10
OG0009803	3	0	3	2	0	0	9	6
OG0009804	5	8	2	2	0	0	10	6
OG0009805	0	0	1	8	0	0	10	8
OG0009806	4	1	1	4	0	0	10	8
OG0009807	2	1	2	5	0	0	10	8
OG0009809	6	6	0	2	0	0	9	9
OG0009810	6	3	0	3	0	0	10	10
OG0009813	7	2	1	1	0	0	10	9
OG0009814	5	5	0	4	0	0	10	9
OG0009815	7	4	0	2	0	0	10	6
OG0009817	6	4	0	3	0	0	10	9
OG0009818	8	7	0	1	0	0	10	10
OG0009819	5	4	2	1	0	0	9	7
OG0009820	4	6	3	2	0	0	10	7
OG0009821	2	1	3	3	0	0	9	5
OG0009822	4	2	0	5	0	0	10	10
OG0009823	7	1	0	2	0	0	10	10
OG0009824	9	12	0	0	0	0	10	10
OG0009825	1	2	6	2	0	0	10	4
OG0009826	5	3	3	1	0	0	10	7
OG0009827	3	0	3	3	0	0	10	7
OG0009828	6	6	1	2	0	0	10	9
OG0009829	5	3	0	4	0	0	10	10
OG0009830	1	0	4	4	0	0	10	6
OG0009831	3	1	4	2	0	0	10	6
OG0009832	3	2	0	6	0	0	10	10
OG0009833	4	0	0	4	0	0	9	10
OG0009834	1	0	4	4	0	0	10	6
OG0009835	6	4	2	1	0	0	10	8
OG0009836	3	1	0	6	0	0	10	8
OG0009837	3	0	2	4	0	0	10	8
OG0009838	6	5	1	2	0	0	10	9
OG0009839	3	0	1	5	0	0	10	9
OG0009840	7	2	1	1	0	0	10	9
OG0009841	2	0	0	7	0	0	10	8
OG0009842	5	2	0	4	0	0	10	10
OG0009843	5	1	1	3	0	0	10	9
OG0009844	3	0	0	6	0	0	10	10
OG0009850	2	0	6	1	0	0	10	3
OG0009852	5	4	3	1	0	0	10	7
OG0009856	5	5	1	3	0	0	10	8
OG0009857	2	0	6	1	0	0	10	4
OG0009860	1	0	7	1	0	0	10	3
OG0009862	2	1	4	3	0	0	10	6
OG0009863	1	0	2	5	0	0	9	7
OG0009864	2	0	4	3	0	0	10	6
OG0009865	4	3	1	2	0	0	8	7
OG0009867	4	1	0	5	0	0	10	10
OG0009868	4	0	2	3	0	0	10	8
OG0009870	7	1	1	1	0	0	10	7
OG0009873	0	0	7	2	0	0	10	3
OG0009874	0	0	7	2	0	0	10	3
OG0009875	7	10	0	2	0	0	10	8
OG0009876	0	0	6	3	0	0	10	4
OG0009878	4	3	4	1	0	0	10	5
OG0009880	5	0	2	2	0	0	10	6
OG0009881	6	3	2	1	0	0	10	8
OG0009882	6	8	1	2	0	0	10	8
OG0009883	3	0	0	6	0	0	10	9
OG0009884	4	0	1	4	0	0	10	8
OG0009885	1	0	3	5	0	0	10	7
OG0009886	0	0	5	4	0	0	10	5
OG0009887	7	6	2	0	0	0	10	8
OG0009888	0	0	7	2	0	0	10	3
OG0009889	3	5	1	5	0	0	10	8
OG0009890	4	2	3	2	0	0	10	7
OG0009891	7	6	1	1	0	0	10	9
OG0009892	3	0	0	6	0	0	10	9
OG0009893	4	0	0	5	0	0	10	10
OG0009894	5	5	4	0	0	0	10	6
OG0009895	2	3	0	7	0	0	10	10
OG0009896	2	0	2	4	0	0	9	8
OG0009897	8	9	1	0	0	0	10	9
OG0009898	2	1	4	3	0	0	10	6
OG0009899	2	0	1	6	0	0	10	9
OG0009900	7	4	2	0	0	0	10	8
OG0009901	7	9	0	2	0	0	10	10
OG0009902	3	0	5	1	0	0	10	5
OG0009903	3	3	1	5	0	0	10	9
OG0009905	7	9	1	1	0	0	10	9
OG0009908	0	0	5	4	0	0	10	5
OG0009915	5	2	0	4	0	0	10	10
OG0009916	0	0	5	4	0	0	10	5
OG0009917	0	0	5	4	0	0	10	5
OG0009918	1	0	7	1	0	0	10	3
OG0009919	6	5	1	1	0	0	9	8
OG0009920	3	0	1	5	0	0	10	8
OG0009921	2	0	3	4	0	0	10	7
OG0009922	0	0	3	6	0	0	10	5
OG0009923	2	3	4	3	0	0	10	4
OG0009924	4	3	4	1	0	0	10	6
OG0009925	2	0	4	3	0	0	10	5
OG0009926	8	8	1	0	0	0	10	9
OG0009927	0	0	2	4	0	0	7	5
OG0009929	5	6	2	1	0	0	9	6
OG0009930	1	0	4	4	0	0	10	6
OG0009934	6	14	2	1	0	0	10	8
OG0009936	2	0	2	5	0	0	10	8
OG0009937	1	0	2	4	0	0	8	6
OG0009938	0	0	6	2	0	0	9	3
OG0009939	0	0	6	3	0	0	10	4
OG0009940	2	1	0	7	0	0	10	7
OG0009941	2	0	0	6	0	0	9	9
OG0009943	1	0	5	3	0	0	10	4
OG0009944	0	0	6	3	0	0	10	4
OG0009945	1	0	3	5	0	0	10	6
OG0009946	1	0	2	6	0	0	10	7
OG0009947	4	0	1	4	0	0	10	8
OG0009950	1	0	2	3	0	0	7	5
OG0009951	4	2	0	5	0	0	10	9
OG0009952	5	3	3	1	0	0	10	7
OG0009953	1	1	4	2	0	0	8	4
OG0009954	5	4	4	0	0	0	10	5
OG0009955	4	0	4	1	0	0	10	6
OG0009956	5	5	3	1	0	0	10	7
OG0009957	5	1	3	1	0	0	10	7
OG0009958	1	1	2	6	0	0	10	7
OG0009959	1	0	0	8	0	0	10	9
OG0009960	0	0	4	4	0	0	9	5
OG0009961	2	2	7	0	0	0	10	3
OG0009962	2	1	3	4	0	0	10	7
OG0009963	2	0	2	5	0	0	10	8
OG0009964	7	9	0	2	0	0	10	9
OG0009965	3	0	2	4	0	0	10	8
OG0009966	1	3	3	5	0	0	10	6
OG0009967	6	3	1	2	0	0	10	8
OG0009969	6	4	1	2	0	0	10	9
OG0009970	4	2	3	2	0	0	10	7
OG0009971	1	0	1	7	0	0	10	9
OG0009972	1	0	3	4	0	0	9	6
OG0009973	7	11	2	0	0	0	10	8
OG0009974	5	6	2	2	0	0	10	6
OG0009975	0	0	6	3	0	0	10	4
OG0009976	0	0	1	8	0	0	10	9
OG0009977	9	7	0	0	0	0	10	10
OG0009978	8	7	0	1	0	0	10	10
OG0009979	3	3	6	0	0	0	10	4
OG0009980	7	7	0	2	0	0	10	10
OG0009981	0	0	3	6	0	0	10	6
OG0009982	3	3	0	6	0	0	10	10
OG0009983	0	0	4	5	0	0	10	6
OG0009984	7	6	2	0	0	0	10	8
OG0009985	0	0	4	4	0	0	9	4
OG0009986	8	10	0	1	0	0	10	10
OG0009987	1	0	4	4	0	0	10	5
OG0009988	7	9	1	1	0	0	10	9
OG0009989	1	0	7	1	0	0	10	3
OG0009990	1	0	4	3	0	0	9	5
OG0009992	1	0	3	3	0	0	8	5
OG0009993	0	0	2	6	0	0	9	5
OG0009994	0	0	7	2	0	0	10	3
OG0009995	1	0	5	3	0	0	10	5
OG0009996	1	0	3	5	0	0	10	5
OG0009998	1	0	3	4	0	0	9	5
OG0009999	1	0	2	3	0	0	7	5
OG0010000	1	0	3	4	0	0	9	5
OG0010001	2	0	1	5	0	0	9	7
OG0010003	4	4	5	0	0	0	10	5
OG0010004	2	0	3	4	0	0	10	6
OG0010005	3	5	3	3	0	0	10	6
OG0010006	4	5	2	3	0	0	10	7
OG0010007	2	0	3	4	0	0	10	5
OG0010008	1	0	3	5	0	0	10	5
OG0010009	0	0	4	5	0	0	10	6
OG0010010	3	5	0	2	0	0	6	6
OG0010011	6	8	2	1	0	0	10	8
OG0010012	2	0	1	6	0	0	10	7
OG0010013	0	0	6	3	0	0	10	3
OG0010015	1	0	7	1	0	0	10	3
OG0010016	1	0	2	5	0	0	9	6
OG0010017	1	0	3	5	0	0	10	7
OG0010018	5	4	4	0	0	0	10	4
OG0010019	5	5	4	0	0	0	10	3
OG0010020	4	0	3	2	0	0	10	4
OG0010021	2	1	7	0	0	0	10	3
OG0010022	3	3	4	1	0	0	9	5
OG0010023	3	0	2	3	0	0	9	6
OG0010025	5	4	3	1	0	0	10	6
OG0010026	1	2	7	1	0	0	10	3
OG0010037	0	0	7	2	0	0	10	3
OG0010038	1	1	5	3	0	0	10	5
OG0010039	2	0	2	4	0	0	9	5
OG0010041	1	0	5	3	0	0	10	5
OG0010046	2	1	7	0	0	0	10	3
OG0010049	0	0	5	4	0	0	10	5
OG0010052	0	0	3	2	0	0	6	7
OG0010053	6	5	1	2	0	0	10	9
OG0010054	0	0	5	4	0	0	10	5
OG0010055	3	1	4	2	0	0	10	6
OG0010056	0	0	7	2	0	0	10	3
OG0010059	1	1	5	3	0	0	10	5
OG0010060	3	0	3	3	0	0	10	6
OG0010062	2	3	3	4	0	0	10	7
OG0010067	4	5	3	2	0	0	10	7
OG0010070	1	1	6	2	0	0	10	4
OG0010072	0	0	6	2	0	0	9	3
OG0010073	1	1	0	8	0	0	10	6
OG0010075	1	0	5	3	0	0	10	5
OG0010079	2	4	6	1	0	0	10	4
OG0010081	1	0	5	3	0	0	10	5
OG0010082	3	3	6	0	0	0	10	4
OG0010087	0	0	6	3	0	0	10	4
OG0010088	0	0	6	3	0	0	10	4
OG0010090	4	1	3	2	0	0	10	6
OG0010091	3	0	2	4	0	0	10	5
OG0010093	2	0	0	7	0	0	10	9
OG0010094	4	3	2	3	0	0	10	8
OG0010095	0	0	6	3	0	0	10	4
OG0010097	1	0	5	2	0	0	9	4
OG0010102	1	1	7	1	0	0	10	3
OG0010105	1	2	5	1	0	0	8	3
OG0010108	2	0	4	2	0	0	9	6
OG0010109	1	0	4	2	0	0	8	4
OG0010110	0	0	5	2	0	0	8	3
OG0010113	2	0	6	1	0	0	10	4
OG0010114	0	0	6	2	0	0	9	3
OG0010115	1	0	2	6	0	0	10	8
OG0010127	2	0	4	2	0	0	9	4
OG0010129	1	0	6	2	0	0	10	4
OG0010132	0	0	7	2	0	0	10	3
OG0010139	0	0	4	5	0	0	10	6
OG0010141	2	0	2	5	0	0	10	6
OG0010155	0	0	6	3	0	0	10	4
OG0010158	1	0	7	1	0	0	10	3
OG0010159	1	0	6	1	0	0	9	3
OG0010160	0	0	6	3	0	0	10	4
OG0010162	3	1	5	1	0	0	10	3
OG0010163	1	0	3	1	0	0	6	3
OG0010165	1	0	5	2	0	0	9	5
OG0010180	2	1	5	2	0	0	10	5
OG0010187	3	1	3	3	0	0	10	6
OG0010199	3	1	5	1	0	0	10	3
OG0010202	1	2	7	1	0	0	10	3
OG0010206	1	1	7	1	0	0	10	3
OG0010211	4	0	5	0	0	0	10	5
OG0010214	4	1	5	0	0	0	10	5
OG0010219	4	0	5	0	0	0	10	5
OG0010220	3	1	6	0	0	0	10	4
OG0010221	3	2	5	0	0	0	9	4
OG0010222	3	5	6	0	0	0	10	4
OG0010223	2	2	7	0	0	0	10	3
OG0010224	0	0	7	2	0	0	10	3
OG0010225	4	0	5	0	0	0	10	5
OG0010226	3	1	5	1	0	0	10	5
OG0010227	1	1	6	2	0	0	10	4
OG0010228	3	1	6	0	0	0	10	4
OG0010229	4	1	5	0	0	0	10	4
OG0010230	3	0	6	0	0	0	10	4
OG0010231	2	2	7	0	0	0	10	3
OG0010232	3	0	5	1	0	0	10	4
OG0010252	0	0	7	2	0	0	10	3
OG0010269	2	0	7	0	0	0	10	3
OG0010271	2	0	7	0	0	0	10	3
OG0010272	1	0	6	1	0	0	9	3
OG0010273	3	0	3	2	0	0	9	4
OG0010316	1	0	7	1	0	0	10	3
OG0010505	3	0	2	3	0	0	9	6
OG0010506	5	1	3	0	0	0	9	6
OG0010514	3	0	3	2	0	0	9	6
OG0010516	2	0	1	5	0	0	9	8
OG0010517	2	0	4	2	0	0	9	5
OG0010518	2	0	5	1	0	0	9	4
OG0010520	2	1	3	3	0	0	9	6
OG0010521	3	0	5	0	0	0	9	4
OG0010522	3	1	0	5	0	0	9	9
OG0010524	3	0	0	5	0	0	9	7
OG0010525	3	2	0	5	0	0	9	9
OG0010526	3	0	4	1	0	0	9	4
OG0010527	6	2	2	0	0	0	9	6
OG0010528	3	0	1	4	0	0	9	8
OG0010530	0	0	5	2	0	0	8	3
OG0010532	3	0	3	2	0	0	9	5
OG0010533	1	0	2	5	0	0	9	7
OG0010534	4	0	2	2	0	0	9	7
OG0010535	2	1	2	4	0	0	9	6
OG0010536	3	2	0	5	0	0	9	9
OG0010537	4	0	2	2	0	0	9	7
OG0010538	4	0	1	3	0	0	9	7
OG0010539	2	0	0	6	0	0	9	8
OG0010542	1	0	5	2	0	0	9	4
OG0010543	4	3	0	4	0	0	9	9
OG0010544	2	0	5	1	0	0	9	4
OG0010545	5	3	2	1	0	0	9	7
OG0010546	6	1	2	0	0	0	9	7
OG0010547	3	2	0	5	0	0	9	8
OG0010548	2	0	0	6	0	0	9	8
OG0010550	6	3	2	0	0	0	9	5
OG0010551	2	1	0	6	0	0	9	7
OG0010552	2	0	2	4	0	0	9	7
OG0010553	5	0	3	0	0	0	9	4
OG0010554	2	0	4	2	0	0	9	5
OG0010555	4	0	3	1	0	0	9	4
OG0010556	4	3	4	0	0	0	9	5
OG0010557	4	3	1	3	0	0	9	8
OG0010558	2	3	4	2	0	0	9	5
OG0010559	2	0	2	4	0	0	9	7
OG0010560	6	1	2	0	0	0	9	7
OG0010561	3	0	3	2	0	0	9	6
OG0010562	5	1	3	0	0	0	9	6
OG0010563	5	3	2	1	0	0	9	7
OG0010564	1	1	6	1	0	0	9	3
OG0010565	2	3	1	5	0	0	9	8
OG0010566	2	3	1	5	0	0	9	8
OG0010567	5	4	3	0	0	0	9	6
OG0010568	1	0	1	6	0	0	9	6
OG0010569	6	5	1	1	0	0	9	8
OG0010570	1	0	3	4	0	0	9	6
OG0010571	2	2	1	5	0	0	9	7
OG0010572	3	1	0	3	0	0	7	6
OG0010573	3	1	4	1	0	0	9	3
OG0010574	4	0	0	3	0	0	8	8
OG0010575	7	4	1	0	0	0	9	8
OG0010576	3	0	4	1	0	0	9	5
OG0010577	3	0	1	4	0	0	9	8
OG0010578	4	1	2	1	0	0	8	6
OG0010579	5	2	1	0	0	0	7	7
OG0010580	5	3	1	2	0	0	9	7
OG0010582	2	0	6	0	0	0	9	3
OG0010583	8	6	0	0	0	0	9	9
OG0010584	0	0	2	6	0	0	9	7
OG0010585	5	8	1	2	0	0	9	8
OG0010586	5	1	2	1	0	0	9	6
OG0010587	5	1	1	2	0	0	9	8
OG0010588	3	0	4	1	0	0	9	5
OG0010589	5	8	0	2	0	0	8	9
OG0010590	4	0	2	1	0	0	8	6
OG0010591	4	2	2	1	0	0	8	7
OG0010592	1	0	3	4	0	0	9	6
OG0010593	0	0	4	4	0	0	9	5
OG0010594	4	2	2	2	0	0	9	7
OG0010595	2	0	0	6	0	0	9	9
OG0010596	4	3	1	3	0	0	9	7
OG0010597	4	0	3	1	0	0	9	6
OG0010598	3	1	3	2	0	0	9	4
OG0010600	0	0	5	3	0	0	9	4
OG0010601	3	1	1	4	0	0	9	8
OG0010602	3	2	3	2	0	0	9	6
OG0010603	5	2	2	1	0	0	9	7
OG0010604	3	0	4	1	0	0	9	5
OG0010605	5	1	3	0	0	0	9	6
OG0010606	4	3	4	0	0	0	9	5
OG0010607	2	0	4	2	0	0	9	5
OG0010608	4	0	3	1	0	0	9	6
OG0010609	2	0	1	5	0	0	9	8
OG0010610	2	0	6	0	0	0	9	3
OG0010611	5	5	3	0	0	0	9	6
OG0010612	1	0	4	2	0	0	8	4
OG0010613	4	4	1	3	0	0	9	8
OG0010614	0	0	6	1	0	0	8	3
OG0010615	5	1	0	3	0	0	9	9
OG0010616	3	3	2	3	0	0	9	7
OG0010618	2	1	3	3	0	0	9	6
OG0010620	2	0	3	3	0	0	9	5
OG0010621	1	0	2	5	0	0	9	7
OG0010622	5	2	1	2	0	0	9	8
OG0010623	1	0	2	5	0	0	9	7
OG0010624	2	0	3	2	0	0	8	5
OG0010625	7	8	0	1	0	0	9	8
OG0010626	0	0	4	4	0	0	9	4
OG0010627	5	1	0	3	0	0	9	8
OG0010628	4	1	0	4	0	0	9	9
OG0010629	1	0	0	7	0	0	9	9
OG0010630	5	0	0	3	0	0	9	6
OG0010631	5	2	2	1	0	0	9	6
OG0010632	0	0	3	5	0	0	9	6
OG0010633	2	1	3	3	0	0	9	6
OG0010634	3	0	1	3	0	0	8	6
OG0010635	5	1	1	2	0	0	9	8
OG0010636	2	3	0	6	0	0	9	8
OG0010637	6	1	0	2	0	0	9	8
OG0010638	2	0	0	6	0	0	9	9
OG0010639	4	0	2	2	0	0	9	7
OG0010640	5	2	1	2	0	0	9	8
OG0010641	3	2	0	5	0	0	9	8
OG0010642	3	6	3	2	0	0	9	6
OG0010643	4	2	1	3	0	0	9	7
OG0010644	3	2	1	4	0	0	9	8
OG0010645	6	7	1	1	0	0	9	7
OG0010647	8	2	0	0	0	0	9	9
OG0010648	0	0	2	6	0	0	9	6
OG0010649	4	3	2	2	0	0	9	7
OG0010650	4	1	1	3	0	0	9	8
OG0010651	1	1	4	3	0	0	9	5
OG0010652	2	2	2	3	0	0	8	6
OG0010653	4	1	0	4	0	0	9	9
OG0010654	2	1	3	3	0	0	9	6
OG0010655	2	2	2	4	0	0	9	7
OG0010656	5	2	0	3	0	0	9	6
OG0010657	6	0	0	2	0	0	9	9
OG0010658	4	2	3	1	0	0	9	6
OG0010659	3	3	0	5	0	0	9	9
OG0010660	5	1	0	3	0	0	9	9
OG0010661	2	0	1	5	0	0	9	7
OG0010662	5	2	1	2	0	0	9	7
OG0010663	3	1	0	4	0	0	8	8
OG0010664	4	3	0	3	0	0	8	8
OG0010665	2	1	2	4	0	0	9	6
OG0010666	4	2	1	3	0	0	9	5
OG0010667	0	0	4	4	0	0	9	5
OG0010668	1	1	3	4	0	0	9	6
OG0010669	6	4	0	2	0	0	9	9
OG0010670	4	6	1	3	0	0	9	8
OG0010671	0	0	3	5	0	0	9	5
OG0010672	3	3	0	5	0	0	9	8
OG0010673	2	0	1	5	0	0	9	8
OG0010674	1	1	3	4	0	0	9	6
OG0010675	4	3	2	1	0	0	8	5
OG0010676	4	3	3	1	0	0	9	6
OG0010677	4	3	0	4	0	0	9	9
OG0010678	2	2	3	3	0	0	9	6
OG0010679	1	1	1	6	0	0	9	8
OG0010680	5	3	2	1	0	0	9	6
OG0010681	2	3	2	4	0	0	9	7
OG0010682	0	0	2	5	0	0	8	7
OG0010683	6	1	1	1	0	0	9	8
OG0010684	2	0	3	3	0	0	9	5
OG0010685	6	6	0	1	0	0	8	8
OG0010686	1	1	1	6	0	0	9	7
OG0010687	4	2	3	1	0	0	9	6
OG0010688	3	4	0	5	0	0	9	8
OG0010689	3	0	2	3	0	0	9	7
OG0010690	2	2	1	5	0	0	9	8
OG0010691	3	5	1	4	0	0	9	7
OG0010692	3	3	3	2	0	0	9	6
OG0010693	5	0	1	2	0	0	9	8
OG0010694	1	0	5	2	0	0	9	3
OG0010695	3	0	1	4	0	0	9	5
OG0010696	0	0	6	2	0	0	9	3
OG0010697	0	0	0	8	0	0	9	8
OG0010698	6	1	0	2	0	0	9	9
OG0010699	4	3	0	4	0	0	9	8
OG0010700	4	0	1	3	0	0	9	8
OG0010701	3	2	5	0	0	0	9	4
OG0010702	6	13	1	1	0	0	9	8
OG0010703	4	1	0	4	0	0	9	8
OG0010704	5	6	1	2	0	0	9	8
OG0010705	5	4	2	1	0	0	9	7
OG0010706	3	1	0	5	0	0	9	7
OG0010707	5	1	0	3	0	0	9	9
OG0010708	7	0	0	1	0	0	9	9
OG0010709	3	3	5	0	0	0	9	4
OG0010710	4	4	3	1	0	0	9	5
OG0010711	2	2	4	1	0	0	8	4
OG0010712	0	0	3	5	0	0	9	6
OG0010713	5	2	2	0	0	0	8	6
OG0010714	5	8	2	1	0	0	9	7
OG0010715	3	0	1	4	0	0	9	8
OG0010716	2	0	3	3	0	0	9	6
OG0010717	2	1	0	5	0	0	8	7
OG0010718	4	0	0	4	0	0	9	8
OG0010719	5	2	3	0	0	0	9	6
OG0010720	4	1	0	4	0	0	9	7
OG0010721	4	1	0	4	0	0	9	7
OG0010722	6	4	1	1	0	0	9	8
OG0010723	1	1	2	5	0	0	9	7
OG0010724	3	1	2	3	0	0	9	6
OG0010725	1	0	5	0	0	0	7	3
OG0010726	0	0	4	3	0	0	8	4
OG0010727	2	0	2	4	0	0	9	7
OG0010728	4	2	3	1	0	0	9	6
OG0010729	0	0	5	3	0	0	9	4
OG0010730	3	2	2	3	0	0	9	7
OG0010731	3	3	3	2	0	0	9	5
OG0010732	4	0	0	4	0	0	9	8
OG0010733	1	0	6	1	0	0	9	3
OG0010734	0	0	4	4	0	0	9	5
OG0010735	2	0	2	4	0	0	9	7
OG0010736	3	3	4	1	0	0	9	5
OG0010737	2	1	0	6	0	0	9	9
OG0010738	3	0	2	3	0	0	9	7
OG0010739	6	7	0	2	0	0	9	8
OG0010740	7	2	0	1	0	0	9	9
OG0010741	1	0	2	5	0	0	9	6
OG0010742	2	0	1	5	0	0	9	8
OG0010743	4	7	0	4	0	0	9	9
OG0010744	7	8	1	0	0	0	9	8
OG0010745	1	1	4	3	0	0	9	5
OG0010746	3	2	2	3	0	0	9	7
OG0010747	5	1	0	3	0	0	9	9
OG0010748	2	3	3	3	0	0	9	6
OG0010749	7	8	0	1	0	0	9	9
OG0010750	4	0	0	4	0	0	9	8
OG0010751	2	0	4	2	0	0	9	4
OG0010752	3	4	5	0	0	0	9	4
OG0010753	2	1	3	3	0	0	9	6
OG0010754	4	0	0	4	0	0	9	9
OG0010755	4	0	1	3	0	0	9	8
OG0010756	5	2	0	3	0	0	9	9
OG0010757	0	0	6	2	0	0	9	3
OG0010758	8	6	0	0	0	0	9	9
OG0010759	3	2	1	4	0	0	9	7
